product_id,product_names,sale_offs,sales_prices,origin_prices,purchases,num_raters,ratings,categories_str,category_id
0,Áo khoác nam Akuba -3307 - Xanh,,,520000,165,1,80,Áo khoác,0
1,Áo khoác Bomber Nam N? 1980 phong cách - Xanh ?en,0.31,165000,239000,521,13,86,Áo khoác,0
2,Áo khoác nam n? ch?ng tia UV xám th? thao - A,0.29,375000,525000,180,4,80,Áo khoác,0
3,Áo khoác nam n? AW phong cách - ?? ?ô,0.31,165000,239000,183,1,80,Áo khoác,0
4,Áo khoác unisex ph?i ch? cá tính - Tr?ng,0.34,179000,270000,326,3,87,Áo khoác,0
5,Áo khoác Bomber Nam N? cá tính - Xanh ?en,0.33,160000,239000,508,1,80,Áo khoác,0
6,Áo khoác dù nam n? phong cách - Tím,0.33,209000,310000,325,3,80,Áo khoác,0
7,Áo khoác unisex ph?i ch? cá tính - ?en,0.34,179000,270000,326,3,87,Áo khoác,0
8,Áo khoác nam n? D2 cá tính - ?en,0.28,205000,285000,190,1,100,Áo khoác,0
9,Áo khoác dù nam n? cá tính - Xanh d??ng,0.33,235000,350000,302,5,96,Áo khoác,0
10,Áo khoác Kaki Pilot Landing tr? trung - Xanh rêu,0.31,165000,239000,345,4,80,Áo khoác,0
11,Áo khoác dù nam n? phong cách - ?en,0.33,209000,310000,325,3,80,Áo khoác,0
12,Áo khoác kaki nam n? th? thao ph?i vi?n - Xanh ?en,0.36,240000,375000,328,5,88,Áo khoác,0
13,Áo khoác nam n? D2 cá tính - Xanh,0.28,205000,285000,190,1,100,Áo khoác,0
14,Áo khoác nam Akuba cao c?p -3309 - Xanh rêu,,,600000,178,1,80,Áo khoác,0
15,Áo khoác Bomber Nam N? cá tính - Xanh lính,0.33,160000,239000,508,1,80,Áo khoác,0
16,Áo khoác unisex ph?i ch? cá tính - Xám,0.34,179000,270000,326,3,87,Áo khoác,0
17,Áo khoác nam n? ch?ng tia UV 3 s?c th? thao - Xám,0.27,415000,565000,180,1,80,Áo khoác,0
18,Áo khoác Bomber Nam N? 1980 phong cách - Tr?ng,0.31,165000,239000,521,13,86,Áo khoác,0
19,Áo khoác Bomber Nam N? cá tính - ?en,0.33,160000,239000,508,1,80,Áo khoác,0
20,Áo khoác kaki nam n? c? l? AL cá tính - ?? ?ô,0.3,245000,350000,475,14,80,Áo khoác,0
21,Áo khoác kaki nam n? r?n ri E-Sport sành ?i?u - Nâu,0.4,225000,375000,265,7,80,Áo khoác,0
22,Áo khoác nam n? AW phong cách - Xanh rêu,0.31,165000,239000,183,1,80,Áo khoác,0
23,Áo khoác nam n? ch?ng tia UV xám th? thao - B,0.29,375000,525000,180,4,80,Áo khoác,0
24,Áo khoác nam Akuba cao c?p -3309 - Da,,,600000,178,1,80,Áo khoác,0
25,Áo khoác kaki nam n? Fast & Furious 7 - ??,0.38,250000,400000,325,6,80,Áo khoác,0
26,Áo khoác Bomber Nam N? 1980 phong cách - ?en,0.31,165000,239000,521,13,86,Áo khoác,0
27,Áo khoác nam n? ph?i dây kéo th?i trang - ??,0.28,250000,345000,422,7,80,Áo khoác,0
28,Áo cardigan nam phong cách hàn qu?c - Xanh ?en,0.3,299000,430000,197,1,80,Áo khoác,0
29,Áo khoác nam Iron-man - ?en,0.33,250000,375000,269,1,80,Áo khoác,0
30,Áo khoác nam Akuba cao c?p -3309 - ?en,,,600000,178,1,80,Áo khoác,0
31,Áo khoác dù nam n? cá tính - Xanh lá,0.33,235000,350000,302,5,96,Áo khoác,0
32,Áo khoác kaki nam n? Onymax cá tính - ?en,0.34,299000,450000,126,1,80,Áo khoác,0
33,Áo khoác nam n? hai dây kéo cá tính - Xanh,0.28,250000,345000,323,2,80,Áo khoác,0
34,Áo khoác nam n? AW phong cách - ?en,0.31,165000,239000,183,1,80,Áo khoác,0
35,Áo khoác nam n? ph?i dây kéo th?i trang - Nâu,0.28,250000,345000,422,7,80,Áo khoác,0
36,Áo khoác kaki nam n? ??i bàng cá tính - Tr?ng,0.29,245000,345000,788,17,80,Áo khoác,0
37,Áo khoác nam Akuba cao c?p -3309 - Kem,,,600000,178,1,80,Áo khoác,0
38,Áo khoác Kaki Pilot Landing tr? trung - ?en,0.31,165000,239000,345,4,80,Áo khoác,0
39,Áo khoác dù nam n? dây kéo màu cá tính - Xanh,0.39,149000,245000,243,1,80,Áo khoác,0
40,Áo khoác kaki nam n? c? l? ph?i túi - Nâu,0.3,245000,350000,187,5,80,Áo khoác,0
41,Áo khoác dù nam n? phong cách - Xanh,0.33,209000,310000,325,3,80,Áo khoác,0
42,Áo khoác unisex ph?i ch? cá tính - Xanh ?en,0.34,179000,270000,326,3,87,Áo khoác,0
43,Áo Cardigan thu ?ông lãng t? - ?en,0.3,385000,550000,204,1,80,Áo khoác,0
44,Áo khoác Kaki Pilot Landing tr? trung - Xám,0.31,165000,239000,345,4,80,Áo khoác,0
45,Áo khoác kaki nam n? c? l? ph?i da - ?en,0.3,245000,350000,232,1,80,Áo khoác,0
46,Áo khoác Bomber Nam N? cá tính - ?? ?ô,0.33,160000,239000,508,1,80,Áo khoác,0
47,Áo khoác nam Iron-man - Xanh d??ng,0.33,250000,375000,269,1,80,Áo khoác,0
48,Áo khoác nam c? ph?i nút PA - Xám,0.39,229000,375000,197,1,80,Áo khoác,0
49,Áo khoác nam c? tr? phong cách - ?en,0.39,255000,418000,716,34,80,Áo khoác,0
50,Áo khoác nam mã v?ch th?i trang - ?en,0.43,295000,518000,182,2,80,Áo khoác,0
51,Áo khoác bomber nam n? phong cách - Xanh rêu,0.38,260000,419000,276,1,80,Áo khoác,0
52,Áo khoác kaki nam n? hai khoá kéo th?i trang - Xanh ?en,0.42,269000,464000,326,6,87,Áo khoác,0
53,Áo khoác dù nam nút b?m in ch? cá tính - ?en,0.4,210000,350000,216,7,83,Áo khoác,0
54,Áo khoác dù nam Sportwear nam tính - ?en,0.27,319000,437000,182,1,80,Áo khoác,0
55,Áo khoác kaki bomber Jacket Unisex th?i trang - Xanh lính,0.43,295000,518000,292,1,80,Áo khoác,0
56,Áo khoác kaki nam sang tr?ng - ?en,0.35,226000,350000,478,13,80,Áo khoác,0
57,Áo khoác dù nam n? ph?i màu th?i trang - Xanh d??ng,0.4,345000,575000,292,2,80,Áo khoác,0
58,Áo khoác dù nam n? 2 l?p chuy?n ??i - ??,0.3,245000,350000,1028,46,80,Áo khoác,0
59,Áo khoác dù nam ph?i nón m?nh m? - Xanh d??ng,0.37,245000,390000,193,1,80,Áo khoác,0
60,Áo khoác dù nam ph?i màu sành ?i?u - ?en,0.34,339000,514000,276,2,80,Áo khoác,0
61,Áo khoác da nam l?ch lãm - ?en,0.26,245000,331000,226,6,80,Áo khoác,0
62,Áo khoác nam mã v?ch th?i trang - Xanh rêu,0.3,245000,350000,460,7,80,Áo khoác,0
63,Áo khoác kaki nam Jacket vi?n túi - Xanh ng?c,0.43,295000,518000,182,2,80,Áo khoác,0
64,Áo khoác dù nam n? 2 l?p chuy?n ??i - Xanh ?en,0.27,175000,240000,155,1,80,Áo khoác,0
65,Áo khoác kaki bomber Jacket Unisex th?i trang - Tr?ng,0.5,296000,590000,284,1,80,Áo khoác,0
66,Áo khoác dù nam ph?i nón m?nh m? - Tím,0.4,205000,340000,383,5,80,Áo khoác,0
67,Áo khoác kaki bomber Jacket Unisex th?i trang - Xám,0.37,270000,429000,276,1,80,Áo khoác,0
68,Áo khoác kaki nam ph?i vi?n màu - Xanh ?en,0.27,319000,437000,182,1,80,Áo khoác,0
69,Áo hoodie nam n? LOVE tr? trung - Xám,0.3,245000,350000,433,12,82,Áo khoác,0
70,Áo khoác kaki nam ph?i da vai - Vàng ngh?,0.38,260000,419000,276,1,80,Áo khoác,0
71,Áo khoác kaki nam n? ph?i khóa sành ?i?u - Xanh rêu,0.3,145000,207000,276,1,80,Áo khoác,0
72,Áo khoác kaki Bomber nam n? sành ?i?u - Xanh rêu,0.3,245000,350000,1028,46,80,Áo khoác,0
73,Áo khoác kaki nam n? ph?i khóa sành ?i?u - Da bò,0.43,295000,518000,292,1,80,Áo khoác,0
74,Áo khoác dù nam n? 2 l?p chuy?n ??i - Xanh lá,0.24,190000,250000,523,17,82,Áo khoác,0
75,Áo khoác kaki nam in ch? phong cách - Xanh ?en,0.4,205000,340000,383,5,80,Áo khoác,0
76,Áo khoác kaki nam n? ki?u dáng th?i trang - ?en,0.3,150000,214000,406,1,80,Áo khoác,0
77,Áo khoác dù nam BW cá tính - ?en,0.3,245000,350000,1028,46,80,Áo khoác,0
78,Áo khoác dù nam Black simple - ?en,0.31,140000,203000,416,10,82,Áo khoác,0
79,Áo khoác kaki nam bo lai - Xanh rêu,0.38,260000,419000,276,1,80,Áo khoác,0
80,Áo khoác kaki nam Jacket vi?n túi - Xanh rêu,0.43,295000,518000,282,1,80,Áo khoác,0
81,Áo khoác kaki Bomber nam n? sành ?i?u - Xanh,0.3,245000,350000,460,7,80,Áo khoác,0
82,Áo khoác bóng chày nam Black White - Tr?ng,0.38,260000,419000,276,1,80,Áo khoác,0
83,Áo khoác dù nam nút b?m in ch? cá tính - Xám,0.43,295000,518000,292,1,80,Áo khoác,0
84,Áo khoác kaki bomber Jacket Unisex th?i trang - ?en,0.4,345000,575000,292,2,80,Áo khoác,0
85,Áo khoác kaki nam n? ki?u dáng th?i trang - Xanh ?en,0.39,358000,587000,262,2,80,Áo khoác,0
86,Áo khoác dù nam lính phong cách - Xám,0.35,226000,350000,478,13,80,Áo khoác,0
87,Áo khoác kaki nam in ch? phong cách - Xanh lính,0.35,226000,350000,478,13,80,Áo khoác,0
88,Áo khoác kaki nam bo lai - Kem,0.3,245000,350000,433,12,82,Áo khoác,0
89,Áo khoác dù nam n? phong cách - ?en,0.29,219000,308000,278,3,87,Áo khoác,0
90,Áo khoác dù nam nút b?m in ch? cá tính - Xanh ?en,0.3,249000,356000,413,8,83,Áo khoác,0
91,Áo khoác nam mã v?ch th?i trang - ?? ?ô,0.42,269000,464000,326,6,87,Áo khoác,0
92,Áo khoác kaki bomber Jacket Unisex th?i trang - Xanh ?en,0.4,205000,340000,383,5,80,Áo khoác,0
93,Áo khoác kaki nam n? ph?i khóa sành ?i?u - Nâu,0.29,237000,334000,286,1,80,Áo khoác,0
94,Áo khoác nam Benplay Fashion - Xanh d??ng,0.31,239000,346000,424,10,82,Áo khoác,0
95,Áo khoác n? nam ph?i màu PA - ?en,0.38,260000,419000,276,1,80,Áo khoác,0
96,Áo khoác nam n? bóng chày cá tính - Xanh ?en,0.38,174000,281000,361,8,80,Áo khoác,0
97,Áo khoác kaki nam ph?i màu - Kem,0.35,208000,320000,278,1,80,Áo khoác,0
98,Áo khoác n? nam ph?i s?c n?ng ??ng - Xám,0.36,145000,227000,451,2,80,Áo khoác,0
99,Áo khoác kaki nam tay ph?i s?c - Kem,0.39,278000,456000,353,9,80,Áo khoác,0
100,Áo khoác nam n? bóng chày cá tính - ?en,0.38,174000,281000,361,8,80,Áo khoác,0
101,Áo khoác nam black S.Boss - ?en,0.67,159000,489000,240,1,80,Áo khoác,0
102,Áo khoác kaki nam tay ph?i s?c - ?? ?ô,0.39,278000,456000,353,9,80,Áo khoác,0
103,Áo khoác dù nam ph?i s?c phong cách - Xanh rêu,0.39,258000,423000,248,5,80,Áo khoác,0
104,Áo khoác dù nam n? Sport - Xanh ?en,0.25,216000,288000,383,1,80,Áo khoác,0
105,Áo khoác kaki nam 2 l?p cá tính - ?en,0.29,278000,392000,339,15,81,Áo khoác,0
106,Áo khoác dù nam ph?i logo th?i trang - ?en,0.38,208000,335000,1093,63,80,Áo khoác,0
107,Áo khoác n? nam ph?i s?c Gunner - Xám,0.31,150000,217000,255,7,80,Áo khoác,0
108,Áo khoác nam n? s? 72 - ?? ?ô,0.37,143000,227000,342,6,83,Áo khoác,0
109,Áo khoác n? nam n? Division 92 - ?en,0.4,275000,458000,240,1,80,Áo khoác,0
110,Áo khoác c?p tay dài ph?i nút - Xanh d??ng,0.24,283000,372000,363,32,81,Áo khoác,0
111,Áo khoác nam n? s? 72 - Xanh d??ng,0.37,143000,227000,342,6,83,Áo khoác,0
112,Áo khoác n? nam Black Fashion - ?en,0.35,210000,323000,563,21,82,Áo khoác,0
113,Áo khoác jean nam phong cách - Xanh d??ng,0.39,287000,470000,875,62,81,Áo khoác,0
114,Áo khoác jean nam phong cách - Xanh ?en,0.39,287000,470000,875,62,81,Áo khoác,0
115,Áo khoác c?p tay dài ph?i nút - ??,0.24,283000,372000,363,32,81,Áo khoác,0
116,Áo khoác dù th? thao nam n? - Xanh ?en,0.37,200000,317000,254,3,80,Áo khoác,0
117,Áo khoác dù nam ph?i logo th?i trang - Xanh ?en,0.38,208000,335000,1093,63,80,Áo khoác,0
118,Áo khoác n? nam Gray Fashion - Xám,0.36,170000,266000,322,4,80,Áo khoác,0
119,Áo khoác nam 2 dây kéo th?i trang - Xám,0.37,212000,337000,540,24,80,Áo khoác,0
120,Áo khoác n? ph?i da cao c?p - ?en,0.29,217000,306000,258,1,80,Áo khoác,0
121,Áo khoác dù nam ph?i s?c phong cách - Xanh d??ng,0.39,258000,423000,248,5,80,Áo khoác,0
122,Áo khoác kaki nam Clam - Nâu,0.25,260000,347000,2538,45,80,Áo khoác,0
123,Áo khoác n? nam ph?i màu th?i trang - Xám,0.37,200000,317000,315,1,80,Áo khoác,0
124,Áo khoác dù nam Faster l?ch lãm - Xanh d??ng,0.31,200000,290000,352,3,80,Áo khoác,0
125,Áo khoác nam n? Boy Flowers - ?en,0.38,203000,327000,1423,50,81,Áo khoác,0
126,Áo khoác nam n? lông v? - Xanh ?en,0.37,170000,270000,382,5,80,Áo khoác,0
127,Áo khoác kaki nam 2 l?p cá tính - ??,0.29,278000,392000,339,15,81,Áo khoác,0
128,Áo khoác kaki nam Clam - Xanh rêu,0.25,260000,347000,2538,45,80,Áo khoác,0
129,Áo khoác kaki nam ph?i màu - Xanh ?en,0.35,208000,320000,278,1,80,Áo khoác,0
130,Áo khoác kaki nam tay ph?i s?c - ?en,0.39,278000,456000,353,9,80,Áo khoác,0
131,Áo khoác nam n? bóng chày cá tính - ?? ?ô,0.38,174000,281000,361,8,80,Áo khoác,0
132,Áo khoác dù nam n? th?i trang - Xanh ?en,0.22,275000,353000,271,1,80,Áo khoác,0
133,Áo khoác dù th? thao nam n? - Xanh lá,0.37,200000,317000,254,3,80,Áo khoác,0
134,Áo khoác nam th?i trang - ?? ?ô,0.38,218000,352000,278,1,100,Áo khoác,0
135,Áo khoác kaki nam ph?i da sành ?i?u - Xanh rêu,0.42,283000,488000,263,1,80,Áo khoác,0
136,Áo khoác dù nam Faster l?ch lãm - Xanh ?en,0.31,200000,290000,352,3,80,Áo khoác,0
137,Áo khoác nam th?i trang - ?en,0.38,218000,352000,278,1,100,Áo khoác,0
138,Áo khoác phao nam n? thu ?ông - Xanh d??ng,0.36,437000,683000,265,1,80,Áo khoác,0
139,Áo khoác kaki nam gi? vest thanh l?ch - ?en,0.42,287000,495000,520,21,80,Áo khoác,0
140,Áo khoác c?p tay dài ph?i nút - Tr?ng,0.24,283000,372000,363,32,81,Áo khoác,0
141,Áo khoác dù th? thao nam n? - Kem,0.37,200000,317000,254,3,80,Áo khoác,0
142,Áo khoác nam th?i trang - Xanh,0.38,218000,352000,278,1,100,Áo khoác,0
143,Áo khoác da nam S.Boss phong cách - ?en,0.54,520000,1125000,301,16,80,Áo khoác,0
144,Áo khoác n? nam PA th?i trang - Xám ??m,0.28,350000,486000,1121,33,80,Áo khoác,0
145,Áo khoác nam ph?i màu King - ?en,0.4,175000,292000,199,1,80,Áo khoác,0
146,Áo khoác nam/n? K.Style - Xanh d??ng,0.38,185000,298000,426,1,80,Áo khoác,0
147,Áo khoác kaki nam Station - ?en,0.33,155000,231000,516,2,80,Áo khoác,0
148,Áo khoác nam n? sành ?i?u - ??,0.4,175000,292000,2990,163,80,Áo khoác,0
149,Áo khoác nam n? London - ?en,0.37,167000,265000,402,21,81,Áo khoác,0
150,Áo khoác da nam Rank - ?en,0.38,185000,298000,426,1,80,Áo khoác,0
151,Áo khoác dù nam Andy th? thao - Xanh ?en,0.34,513000,777000,319,12,80,Áo khoác,0
152,Áo khoác dù nam 2 m?t da cá - Xám,0.38,185000,298000,426,1,80,Áo khoác,0
153,Áo khoác n? nam SM - ?en,0.35,195000,300000,2947,162,80,Áo khoác,0
154,Áo khoác nam ph?i màu King - ??,0.36,165000,258000,347,3,80,Áo khoác,0
155,Áo khoác dù nam Fast & Furious - ?en,0.4,270000,450000,313,15,80,Áo khoác,0
156,Áo khoác nam n? classic fashion - Xám,0.41,183000,310000,461,12,83,Áo khoác,0
157,Áo khoác da Thunder - ?en,0.41,206000,349000,387,2,80,Áo khoác,0
158,Áo khoác n? nam Pro - ?en,0.36,220000,344000,548,32,81,Áo khoác,0
159,Áo khoác c?p Lammi - ?en,0.4,275000,458000,356,2,80,Áo khoác,0
160,Áo khoác dù nam n? new york - Tr?ng,0.34,150000,227000,257,4,80,Áo khoác,0
161,Áo khoác dù nam Andy th? thao - Xanh lá,0.4,267000,445000,1452,188,80,Áo khoác,0
162,Áo khoác dù nam 2 m?t s?c dark Blue - ??,0.36,220000,344000,548,32,81,Áo khoác,0
163,Áo khoác n? nam ph?i túi Gray - ?en,0.39,150000,246000,614,7,80,Áo khoác,0
164,Áo khoác nam n? sành ?i?u - Xanh d??ng,0.4,175000,292000,2990,163,80,Áo khoác,0
165,Áo khoác dù nam 2 m?t s?c dark Blue - Xám,0.41,183000,310000,461,12,83,Áo khoác,0
166,Áo khoác n? nam ph?i vi?n tay - Xám,0.71,95000,323000,504,14,80,Áo khoác,0
167,Áo khoác dù nam 2 m?t da cá - ??,0.71,95000,323000,717,29,80,Áo khoác,0
168,Áo khoác dù nam 2 m?t da cá - Xanh,0.36,220000,344000,548,32,81,Áo khoác,0
169,Áo khoác dù nam Andy th? thao - Xanh rêu,0.4,175000,292000,2990,163,80,Áo khoác,0
170,Áo khoác dù nam chô?ng n???c Patent - ?en,0.71,95000,323000,717,29,80,Áo khoác,0
171,Áo khoác nam n? London - ??,0.35,165000,254000,354,2,80,Áo khoác,0
172,Áo khoác nam n? 2015 - Xanh ?en,0.31,213000,309000,569,11,80,Áo khoác,0
173,Áo khoác dù nam chô?ng n???c Patent - Xanh ?en,0.39,215000,352000,142,1,80,Áo khoác,0
174,Áo khoác n? nam ph?i s?c Yellow - ?en,0.42,170000,293000,1019,24,81,Áo khoác,0
175,Áo khoác n? nam PA th?i trang - Xám,0.31,213000,309000,569,11,80,Áo khoác,0
176,Áo khoác dù nam n? Monster - ?en,0.41,206000,349000,387,2,80,Áo khoác,0
177,Áo khoác dù nam Andy th? thao - Xanh d??ng,0.39,150000,246000,593,6,80,Áo khoác,0
178,Áo khoác dù nam 2 m?t tr?n Gray - Xám,0.4,150000,250000,893,70,80,Áo khoác,0
179,Áo khoác ?ôi th?i trang Vz - ??,0.42,170000,293000,1019,24,81,Áo khoác,0
180,Áo khoác nam/n? K.Style - Xanh ?en,0.33,155000,231000,516,2,80,Áo khoác,0
181,Áo khoác dù nam n? th? thao - Xanh ?en,0.39,150000,246000,593,6,80,Áo khoác,0
182,Áo khoác n? nam SM - Xám,0.38,185000,298000,426,1,80,Áo khoác,0
183,Áo khoác ?ôi th?i trang Vz - Xám,0.4,175000,292000,2990,163,80,Áo khoác,0
184,Áo khoác n? nam ph?i vi?n tay - ?en,0.4,270000,450000,313,15,80,Áo khoác,0
185,Áo khoác nam ph?i màu King - Xanh,0.36,170000,266000,566,15,80,Áo khoác,0
186,Áo khoác nam/n? ?n t??ng - Xám,0.4,175000,292000,199,1,80,Áo khoác,0
187,Áo khoác dù nam 2 m?t s?c Blue - Xanh d??ng,0.35,238000,366000,364,13,82,Áo khoác,0
188,Áo khoác n? nam Pro - Xám,0.39,150000,246000,614,7,80,Áo khoác,0
189,Áo khoác dù nam 2 m?t da cá - Xanh ?en,0.36,170000,266000,566,15,80,Áo khoác,0
190,Áo khoác dù nam n? th? thao - Xanh lá,0.36,250000,391000,363,1,80,Áo khoác,0
191,Áo khoác nam n? classic fashion - Xanh ?en,0.4,150000,250000,893,70,80,Áo khoác,0
192,Áo khoác Kaki bomber nam h?a ti?t vân cá s?u - Xanh ?en,0.5,240000,480000,291,1,80,Áo khoác,0
193,Áo khoác n? nam Frog - Cam,0.43,295000,518000,181,1,80,Áo khoác,0
194,Áo khoác nam c? chui Tattoo - ?en,0.27,319000,437000,204,1,80,Áo khoác,0
195,Áo khoác dù ph?i nón th?i trang - Xám,0.29,295000,415000,280,2,80,Áo khoác,0
196,Áo khoác n? nam Viking - Xám,0.33,160000,239000,1378,39,81,Áo khoác,0
197,Áo khoác nam x? ngón dây kéo ?? - Xanh ?en,0.42,175000,300000,1657,59,80,Áo khoác,0
198,Áo khoác n? unisex th?i trang - Xanh ?en,0.33,160000,239000,1378,39,81,Áo khoác,0
199,Áo khoác dù nam ph?i caro phong cách - ?en,0.4,129000,215000,297,3,80,Áo khoác,0
200,Áo khoác kaki nam hàn qu?c - Xanh rêu,0.43,228000,400000,9418,515,85,Áo khoác,0
201,Áo khoác da nam Benplay - ?en,0.41,165000,280000,4225,96,83,Áo khoác,0
202,Áo khoác dù cá tính - Xanh d??ng,0.36,179000,280000,840,21,85,Áo khoác,0
203,Áo khoác n? nam Frog - Xanh d??ng,0.36,179000,279000,273,2,80,Áo khoác,0
204,Áo khoác kaki nam gi? vest Tony - Xanh ?en,0.4,150000,250000,955,31,80,Áo khoác,0
205,Áo khoác dù nam ph?i caro phong cách - Xám,0.31,269000,389000,689,4,80,Áo khoác,0
206,Áo khoác kaki Bomber nam cá tính - Xám,0.31,269000,389000,689,4,80,Áo khoác,0
207,Áo khoác kaki Bomber nam cá tính - Nâu,0.46,275000,509000,4165,106,83,Áo khoác,0
208,Áo khoác bomber s?c ?en c?c ch?t - ?en,0.3,175000,250000,486,8,80,Áo khoác,0
209,Áo khoác dù Onymax sành ?i?u - Xám,0.35,190000,292000,481,6,80,Áo khoác,0
210,Áo khoác dù ph?i nón th?i trang - Xanh ?en,0.5,240000,480000,291,1,80,Áo khoác,0
211,Áo khoác Bomber nam ph?i logo n?ng ??ng - Nâu,0.31,240000,350000,339,7,80,Áo khoác,0
212,Áo khoác n? nam AL th?i trang - Xanh ?en,0.34,250000,380000,232,1,80,Áo khoác,0
213,Áo khoác dù cá tính - ?? ?ô,0.29,295000,415000,280,2,80,Áo khoác,0
214,Áo khoác n? unisex th?i trang - Xám,0.42,165000,284000,3274,80,87,Áo khoác,0
215,Áo vest Blazer l?ch lãm - ?en,0.35,190000,292000,481,6,80,Áo khoác,0
216,Áo khoác n? nam Vaser - ?en,0.43,295000,518000,181,1,80,Áo khoác,0
217,Áo khoác kaki nam phong cách - Xanh rêu,0.36,179000,280000,840,21,85,Áo khoác,0
218,Áo khoác n? unisex th?i trang - Xanh,0.31,240000,350000,339,7,80,Áo khoác,0
219,Áo khoác dù cá tính - Xám,0.36,179000,279000,750,33,80,Áo khoác,0
220,Áo khoác n? nam The horse Fast - Xanh ?en,0.31,240000,350000,443,15,80,Áo khoác,0
221,Áo khoác nam c? chui Tattoo - Xám,0.43,295000,518000,221,1,80,Áo khoác,0
222,Áo khoác nam x? ngón ph?i nón - Xám,0.33,160000,239000,1378,39,81,Áo khoác,0
223,Áo khoác n? nam The horse Fast - Xanh d??ng,0.56,299000,682000,566,7,80,Áo khoác,0
224,Áo vest Blazer l?ch lãm - Xám,0.42,165000,284000,3274,80,87,Áo khoác,0
225,Áo khoác kaki nam phong cách - Xanh ?en,0.4,150000,250000,955,31,80,Áo khoác,0
226,Áo khoác dù nam ph?i màu Lion King - Kem,0.33,160000,239000,1378,39,81,Áo khoác,0
227,Áo khoác kaki 2 l?p boyfriend - Vàng,0.41,165000,280000,4225,96,83,Áo khoác,0
228,Áo khoác n? nam The horse Fast - Xanh,,,539000,154,1,80,Áo khoác,0
229,Áo khoác dù nam ph?i màu Lion King - Nâu,0.31,269000,389000,689,4,80,Áo khoác,0
230,Áo khoác n? nam Haze - ?en,0.45,275000,500000,4931,172,84,Áo khoác,0
231,Áo khoác nam kaki c? ??ng nút b?m nam tính - Xanh ?en,0.42,175000,300000,1657,59,80,Áo khoác,0
232,Áo khoác n? nam Viking - ?en,0.42,267000,460000,6609,38,81,Áo khoác,0
233,Áo khoác Bomber nam ph?i logo n?ng ??ng - Xanh,0.4,339000,565000,283,3,93,Áo khoác,0
234,Áo len nam tay dài Grey - Xám ??m,0.31,240000,350000,297,1,80,Áo khoác,0
235,Áo khoác dù cá tính - ?en,0.36,179000,280000,840,21,85,Áo khoác,0
236,Áo khoác jean nam m?nh m? - Xanh ?en,0.4,200000,333000,731,18,80,Áo khoác,0
237,Áo khoác nam kaki ph?i dù Camel - Vàng,0.42,175000,300000,1657,59,80,Áo khoác,0
238,Áo khoác n? nam Vaser - Xanh ?en,0.43,295000,518000,221,1,80,Áo khoác,0
239,Áo khoác dù nam ph?i màu Lion King - Xanh ?en,0.4,339000,565000,283,3,93,Áo khoác,0
240,Áo s? mi nam Vi?t Tây 119-120 - Xanh,,,310000,214,1,80,Áo s? mi,1
241,Áo s? mi nam h?a ti?t - ??,,,310000,208,1,80,Áo s? mi,1
242,Áo s? mi nam tay ng?n h?a ti?t - Xanh ?en,0.49,139000,270000,233,2,80,Áo s? mi,1
243,Áo s? mi nam tay ng?n k? ngang - Xanh d??ng,,,349000,236,1,80,Áo s? mi,1
244,Áo s? mi nam M?t Tr? l?ch lãm ATD031 - Xám ?en,0.39,170000,279000,410,2,80,Áo s? mi,1
245,Áo s? mi nam M?t Tr? BBD077 - Tím,0.3,220000,314000,261,1,80,Áo s? mi,1
246,Set áo s? mi và ??m caro couple - Xanh,,,299000,222,1,80,Áo s? mi,1
247,Áo s? mi nam ho? ti?t l?ch lãm - B,,,269000,217,1,80,Áo s? mi,1
248,Áo s? mi nam phong cách - Xanh d??ng,0.3,220000,314000,261,1,80,Áo s? mi,1
249,Áo s? mi nam Vi?t Tây 119-120 - Xám,0.33,185000,275000,128,1,80,Áo s? mi,1
250,Áo s? mi nam tay ng?n thanh l?ch - Vàng,,,310000,229,1,80,Áo s? mi,1
251,Áo s? mi nam linen c? tr? - Tr?ng,0.36,265000,414000,242,1,80,Áo s? mi,1
252,Áo s? mi c?p caro tr? trung - ??,0.4,170000,283000,339,1,80,Áo s? mi,1
253,Áo s? mi nam ph?i kim lo?i c? áo AKUBA NT645 - ?en,0.37,387000,614000,207,2,80,Áo s? mi,1
254,Áo s? mi nam ph?i kim lo?i c? áo AKUBA NT645 - Vàng,0.32,183000,270000,122,1,80,Áo s? mi,1
255,Áo s? mi caro nam Oppa - ??,0.36,265000,414000,242,1,80,Áo s? mi,1
256,Áo s? mi nam dài tay caro V? Tu?n 005-5 - Xanh d??ng,,,330000,125,1,80,Áo s? mi,1
257,Áo s? mi nam vi?n màu th?i trang - Cam,0.32,187000,275000,295,1,80,Áo s? mi,1
258,Áo s? mi nam tay ng?n h?a ti?t - Tím,,,269000,207,1,80,Áo s? mi,1
259,Áo s? mi nam tay ng?n thanh l?ch - Nâu ??,0.33,199000,299000,196,1,80,Áo s? mi,1
260,Áo s? mi nam h?a ti?t - Xanh ?en,0.37,149000,235000,248,1,80,Áo s? mi,1
261,Áo s? mi nam h?a ti?t - Xanh d??ng,0.36,265000,414000,242,1,80,Áo s? mi,1
262,Áo s? mi nam ph?i xanh nam tính - Xám,,,330000,125,1,80,Áo s? mi,1
263,Áo s? mi nam TIX NiceWee52 - Tím,0.32,183000,270000,269,1,80,Áo s? mi,1
264,Áo s? mi nam ho? ti?t l?ch lãm - A,0.36,238000,372000,360,5,80,Áo s? mi,1
