product_id,product_names,sale_offs,sales_prices,origin_prices,purchases,num_raters,ratings,categories_str,category_id
609,Áo th? thao nam T-shirt ALIEN ARMOUR P001 - Tr?ng,0.38,155000,250000,504,1,80,Áo thun,2
610,Áo thun nam n? h?a ti?t n?ng ??ng - ?en,0.35,125000,192000,359,1,80,Áo thun,2
611,Áo thun nam ph?i s?c cá tính - Tr?ng,0.35,125000,192000,359,1,80,Áo thun,2
612,Áo thun nam Alex ATCT-001 n?ng ??ng - ?en,0.06,212000,225000,218,1,80,Áo thun,2
613,Áo thun nam c? tim s?c ngang - Xanh ?en,0.39,170000,280000,150,1,80,Áo thun,2
614,Áo thun nam tay dài c? tim sành ?i?u - Tr?ng,,,249000,176,1,80,Áo thun,2
615,Áo thun nam tay dài c? tim sành ?i?u - Xanh c? v?t,0.32,150000,221000,160,1,80,Áo thun,2
616,Áo nam COLO ba l? ph?i CL3337979 - Xanh d??ng,,,249000,176,1,80,Áo thun,2
617,Combo 2 áo thun nam c? tim Indo siêu b?n,0.38,155000,250000,504,1,80,Áo thun,2
618,Áo thun nam tay dài cá tính - Xanh lá,0.35,125000,192000,359,1,80,Áo thun,2
619,Áo nam COLO ph?i màu CL3337979 - Xanh d??ng,0.33,190000,284000,202,1,80,Áo thun,2
620,Áo thun nam tay dài cá tính - Xám,0.01,98000,99000,308,1,80,Áo thun,2
621,Áo thun nam ph?i s?c màu th?i trang 010 - Xanh,0.4,150000,250000,181,1,80,Áo thun,2
622,Áo thun nam Alex ATCT-001 n?ng ??ng - Xanh ?en,0.38,155000,250000,504,1,80,Áo thun,2
623,Áo thun nam tay dài c? tim sành ?i?u - Xám,0.38,155000,250000,504,1,80,Áo thun,2
624,Set áo váy c?p ph?i màu Blue - Xanh d??ng,0.34,203000,308000,413,33,80,Áo thun,2
625,Áo thun c?p Marine Club - Tr?ng,0.4,185000,308000,320,13,80,Áo thun,2
626,Áo thun cá s?u nam Phi Mã cotton - Tr?ng,0.31,179000,260000,142,1,80,Áo thun,2
627,Áo thun c?p Face 03 - Tr?ng,0.35,185000,285000,508,6,80,Áo thun,2
628,Áo thun nam REQ th?i trang - Xanh ?en,0.29,140000,197000,184,1,80,Áo thun,2
629,Áo thun nam n? start - Xám,0.39,118000,193000,276,1,80,Áo thun,2
630,Áo thun c?p Tokyo City - ?en,0.33,203000,303000,253,10,80,Áo thun,2
631,Áo thun nam c? tim Blue - Tr?ng,0.36,120000,188000,665,2,80,Áo thun,2
632,Áo thun nam sành ?i?u AKUBA NT637 - Tr?ng,,,250000,179,1,80,Áo thun,2
633,Áo thun c?p Go.Forward - Xanh ?en,0.37,185000,294000,246,5,80,Áo thun,2
634,Áo thun nam Alex ATCT-001 Master Simple - ?en,0.38,170000,275000,241,1,80,Áo thun,2
635,Áo thun nam tay ph?i s?c th?i trang - Xám,0.41,117000,197000,472,1,80,Áo thun,2
636,Áo Thun Unisex Basix x? tà phong cách - ?en,0.38,109000,175000,374,6,80,Áo thun,2
637,Áo thun nam tay dài ??n gi?n - ?en,0.32,119000,175000,213,1,80,Áo thun,2
638,Áo thun nam c? tim VN - Tr?ng,0.4,138000,230000,167,1,80,Áo thun,2
639,Áo thun nam MCM - Tr?ng,0.37,125000,198000,304,1,80,Áo thun,2
640,Áo Thun Unisex Basix x? tà phong cách - Tím,0.38,109000,175000,374,6,80,Áo thun,2
641,Áo thun c?p Go.Forward - Xám,0.37,185000,294000,246,5,80,Áo thun,2
642,Áo thun c?p Marine Club - ?en,0.4,185000,308000,320,13,80,Áo thun,2
643,Áo thun c?p g?u Panda - Tr?ng,0.35,185000,285000,258,3,80,Áo thun,2
644,Áo thun nam h?a ti?t ??c ?áo - Xanh ?en,0.45,165000,300000,158,1,80,Áo thun,2
645,Áo thun nam sành ?i?u AKUBA NT637 - ?en,,,250000,179,1,80,Áo thun,2
646,Áo thun c?p nam n? h?a ti?t s?c màu - Nâu,0.29,189000,265000,227,1,80,Áo thun,2
647,Áo thun nam c? tim Lambor - Tr?ng,0.38,105000,169000,399,1,80,Áo thun,2
648,Áo thun nam c? tim Blue - Xanh ?en,0.36,120000,188000,665,2,80,Áo thun,2
649,Áo thun nam tay dài Onymax ph?i - ?en,0.39,165000,270000,197,1,80,Áo thun,2
650,Áo thun c?p Youcode - ?en,0.34,203000,308000,164,1,80,Áo thun,2
651,Áo thun c?p Monster - ?en,0.38,203000,327000,187,1,80,Áo thun,2
652,Áo thun nam Ollist tr? trung - ?? ?ô,0.36,135000,211000,253,1,80,Áo thun,2
653,Áo thun nam c? tròn Benplay ??n gi?n - Xanh ?en,0.32,170000,250000,222,1,80,Áo thun,2
654,Áo thun nam Ollist tr? trung - Xám,0.36,135000,211000,253,1,80,Áo thun,2
655,Áo thun nam tay dài Chica - Xanh ?en,0.38,120000,194000,246,1,80,Áo thun,2
656,Áo thun nam in sói ?êm 3D Phi Mã - Tím,0.29,185000,260000,209,1,80,Áo thun,2
657,Áo thun nam tay dài 2 màu AKUBA - Tr?ng,,,280000,102,1,80,Áo thun,2
658,Áo thun c?p Face 03 - ??,0.35,185000,285000,508,6,80,Áo thun,2
659,Áo thun nam Tokui Japan 150023 - H?ng,0.16,210000,250000,310,1,80,Áo thun,2
660,Áo thun nam REQ th?i trang - Tr?ng,0.29,140000,197000,184,1,80,Áo thun,2
661,Áo thun nam Alex ATCT-001 Master Simple - Tr?ng,0.38,170000,275000,241,1,80,Áo thun,2
662,Áo thun nam Maxxi Color - Tr?ng,0.2,135000,169000,310,1,80,Áo thun,2
663,Áo thun dài tay nam/n? Ultear - Tr?ng,0.33,120000,179000,247,1,80,Áo thun,2
664,Áo th? thao nam cao c?p ALIEN ARMOUR HG04 - Tr?ng,,,409000,183,1,80,Áo thun,2
665,Áo thun nam tay dài ??n gi?n - Xám,0.32,119000,175000,213,1,80,Áo thun,2
666,Áo thun nam tay dài ??n gi?n - Xanh,0.32,119000,175000,213,1,80,Áo thun,2
667,Áo Thun Unisex Basix x? tà phong cách - Xanh d??ng,0.38,109000,175000,374,6,80,Áo thun,2
668,Áo thun nam ph?i màu cá tính S.Boss - Xanh ?en,0.75,149000,605000,165,1,80,Áo thun,2
669,Áo thun nam Ollist tr? trung - ?en,0.36,135000,211000,253,1,80,Áo thun,2
670,Áo thun nam tay dài ??n gi?n - Tím,0.32,119000,175000,213,1,80,Áo thun,2
671,Áo Thun Unisex Basix x? tà phong cách - Tr?ng,0.38,109000,175000,374,6,80,Áo thun,2
672,Áo thun nam ph?i túi th??i trang - Tr?ng,0.37,130000,206000,232,1,80,Áo thun,2
673,Áo thun nam ch?m bi sành ?i?u - Xanh ?en,0.45,109000,197000,359,2,80,Áo thun,2
674,Áo thun nam tay dài phong cách - Tr?ng,0.38,115000,185000,271,1,80,Áo thun,2
675,Áo thun nam h??u cao c? tr? trung - Xám,0.24,138000,182000,264,1,80,Áo thun,2
676,Áo Thun Unisex Basix x? tà phong cách - H?ng,0.35,135000,208000,244,1,80,Áo thun,2
677,Áo thun nam The tree tr? trung - Tr?ng,0.38,109000,175000,374,6,80,Áo thun,2
678,Áo thun nam tay dài phong cách - Xám,0.39,165000,270000,192,1,80,Áo thun,2
679,Áo thun nam tay dài cao c?p S.Boss - ?en,0.33,120000,179000,274,1,80,Áo thun,2
680,Áo thun nam h?a ti?t th? c?m - ?? ?ô,0.35,135000,208000,244,1,80,Áo thun,2
681,Áo thun nam siêu th? thao BENPLAY - ??,0.38,109000,175000,374,6,80,Áo thun,2
682,Áo thun body nam ph?i s?c ngang th?i trang 04 - Xám,0.37,135000,214000,353,1,80,Áo thun,2
683,Áo thun nam n? in 3D C?p d?ng mãnh - B,0.42,135000,233000,309,1,80,Áo thun,2
684,Áo Thun Unisex Basix x? tà phong cách - ?? ?ô,0.37,135000,214000,353,1,80,Áo thun,2
685,Áo thun nam tay dài phong cách - Xanh c? v?t,0.45,109000,197000,359,2,80,Áo thun,2
686,Áo thun nam ph?i túi th??i trang - Xám,0.37,135000,214000,353,1,80,Áo thun,2
687,Áo thun nam tay dài th?i trang - Xanh ?en,0.35,135000,208000,244,1,80,Áo thun,2
688,Áo thun nam Lamb th? thao - Xám,0.26,129000,175000,197,1,80,Áo thun,2
689,Áo thun nam c? tròn phong cách - Tr?ng,0.33,120000,179000,274,1,80,Áo thun,2
690,Áo thun nam tay dài Simple - Xám,0.33,120000,179000,274,1,80,Áo thun,2
691,Áo thun nam túi s?c cá tính - Xám,0.45,109000,197000,359,2,80,Áo thun,2
692,Áo thun nam ph?i túi Black - ?en,0.42,135000,233000,309,1,80,Áo thun,2
693,Áo thun nam c? tròn phong cách - ??,0.38,115000,185000,271,1,80,Áo thun,2
694,Áo thun dài tay unisex TAHW thu ?ông - Tr?ng,0.35,135000,208000,244,1,80,Áo thun,2
695,Áo Thun Unisex Basix x? tà phong cách - Vàng,,,200000,273,2,80,Áo thun,2
696,Áo thun nam tay dài phong cách - Xanh rêu,0.37,130000,206000,232,1,80,Áo thun,2
697,Áo thun Unisex in hình mèo 3D - ?en,0.26,129000,175000,197,1,80,Áo thun,2
698,Áo thun nam tay dài phong cách - ?en,0.77,165000,713000,275,1,100,Áo thun,2
699,Áo thun nam tay dài phong cách - Xám ??m,0.39,175000,287000,250,1,80,Áo thun,2
700,Áo thun dài tay unisex TAHW thu ?ông - Xám,0.37,122000,194000,222,1,80,Áo thun,2
701,Áo thun nam ph?i s?c cá tính - Tr?ng,0.36,128000,200000,238,1,80,Áo thun,2
702,Áo thun nam TOKUI JAPAN Romance PLM160002 - Tím,0.37,122000,194000,222,1,80,Áo thun,2
703,Áo thun nam c? tròn phong cách - ?en,0.35,135000,208000,244,1,80,Áo thun,2
704,Áo thun nam tay dài th?i trang - Xám,0.39,165000,270000,192,1,80,Áo thun,2
705,Áo Thun Unisex Basix x? tà phong cách - Xanh lá,0.35,135000,208000,244,1,80,Áo thun,2
706,Áo thun dài tay unisex TAHW thu ?ông - Xanh ?en,0.38,115000,185000,271,1,80,Áo thun,2
707,Áo thun nam The tree tr? trung - Xám,0.29,175000,246000,236,1,80,Áo thun,2
708,Áo thun nam tay dài phong cách - ?? ?ô,0.38,109000,175000,374,6,80,Áo thun,2
709,Áo thun nam ph?i túi th??i trang - Xanh ?en,0.37,122000,194000,222,1,80,Áo thun,2
710,Áo Thun Unisex Basix x? tà phong cách - Xanh d??ng,0.38,155000,250000,141,1,80,Áo thun,2
711,Áo thun dài tay unisex TAHW thu ?ông - ?en,0.35,135000,208000,244,1,80,Áo thun,2
712,Áo thun nam ph?i vi?n cá tính Tokui - Tím,0.38,109000,175000,374,6,80,Áo thun,2
713,Áo thun nam tay dài th?i trang - ?en,0.27,143000,196000,235,1,80,Áo thun,2
714,Áo thun nam tay dài Simple - ?en,0.38,109000,175000,374,6,80,Áo thun,2
715,Áo thun nam Lamb th? thao - ?en,,,268000,210,1,80,Áo thun,2
716,Áo thun nam ph?i s?c sành ?i?u - Xám,0.3,129000,185000,243,1,80,Áo thun,2
717,Áo thun nam The tree tr? trung - ?en,0.38,130000,210000,196,1,80,Áo thun,2
718,Áo thun nam h??u cao c? tr? trung - Xanh ?en,0.45,109000,197000,359,2,80,Áo thun,2
719,Áo thun nam n? in 3D C?p d?ng mãnh - A,0.37,170000,270000,154,1,80,Áo thun,2
720,Qu?n tây nam M?t Tr? th?i trang AQP038 - ?en,0.18,399000,485000,117,1,80,Qu?n tây,3
721,Qu?n tây nam công s? th?i trang - Xám,,,345000,124,1,80,Qu?n tây,3
722,Qu?n tây nam công s? V? Tu?n XL007-4 - ?en,,,430000,142,1,80,Qu?n tây,3
723,Qu?n tây M?t Tr? l?ch lãm AQP001 - ?en,0.18,399000,485000,117,1,80,Qu?n tây,3
724,Qu?n kaki nam túi vi?n ki?u l?ch lãm - Nâu,,,425000,210,1,80,Qu?n tây,3
725,Qu?n kaki nam tr?n KUMAS 5095 - ?en,,,389000,205,1,80,Qu?n tây,3
726,Qu?n tây M?t Tr? sang tr?ng AQP009 - Xám ??m,,,459000,270,1,80,Qu?n tây,3
727,Qu?n Âu Nam ?ng Côn S?c ?en Sang Tr?ng - ?en,0.18,399000,485000,245,1,80,Qu?n tây,3
728,Qu?n kaki nam túi m? th?i trang - Kem,0.18,399000,485000,214,1,80,Qu?n tây,3
729,Qu?n tây nam M?t Tr? BQP104 - ?en,,,389000,205,1,80,Qu?n tây,3
730,"Qu?n kaki Nam Kumas nam tính 16004-01,2,4 - Xanh ?en",0.18,399000,485000,145,1,80,Qu?n tây,3
731,Qu?n kaki nam tr?n KUMAS 5095 - Xám,0.18,399000,485000,214,1,80,Qu?n tây,3
732,Qu?n tây nam công s? V? Tu?n XLSL004-2 - Xám,,,339000,282,1,80,Qu?n tây,3
733,Qu?n kaki nam túi m? th?i trang - Xám,0.18,399000,485000,145,1,80,Qu?n tây,3
734,Qu?n kaki nam phong cách th?i th??ng - ?en,0.18,399000,485000,214,1,80,Qu?n tây,3
735,Qu?n kaki nam túi ch? n?i m?nh m? - Xám ??m,0.35,300000,462000,291,10,82,Qu?n tây,3
736,Qu?n tây nam dây rút ?ng côn - Xanh ?en,0.37,208000,330000,264,1,80,Qu?n tây,3
737,"Qu?n kaki Nam Kumas nam tính 16004-01,2,4 - ?en",0.18,399000,485000,245,1,80,Qu?n tây,3
738,Qu?n âu nam l?ch lãm - ?en,0.18,399000,485000,145,1,80,Qu?n tây,3
739,Qu?n kaki nam túi m? th?i trang - Xám ??m,,,399000,244,1,80,Qu?n tây,3
740,Qu?n tây nam công s? thanh l?ch - ?en,0.18,399000,485000,117,1,80,Qu?n tây,3
741,Qu?n tây nam công s? th?i trang - ?en,0.37,208000,330000,264,1,80,Qu?n tây,3
742,Qu?n tây nam công s? V? Tu?n BG009-4 - Xám chì,0.37,208000,330000,264,1,80,Qu?n tây,3
743,Qu?n tây nam công s? V? Tu?n SL001-1 - ?en,,,349000,204,1,80,Qu?n tây,3
744,Qu?n kaki nam túi ch? n?i m?nh m? - ?en,0.35,300000,462000,291,10,82,Qu?n tây,3
745,Qu?n kaki nam tr?n KUMAS 1320 A1 - Xám,,,489000,264,1,80,Qu?n tây,3
746,Qu?n kaki nam túi vi?n ki?u l?ch lãm - Xám,0.18,399000,485000,117,1,80,Qu?n tây,3
747,Qu?n tây nam dây rút ?ng côn - Xám,,,489000,264,1,80,Qu?n tây,3
748,Qu?n tây nam ?ng côn l?ch lãm - Xám,0.3,460000,660000,237,1,80,Qu?n tây,3
749,Qu?n kaki nam phong cách th?i th??ng - Nâu,,,489000,264,1,80,Qu?n tây,3
750,Qu?n tây nam dây rút ?ng côn - ?en,0.37,208000,330000,264,1,80,Qu?n tây,3
751,"Qu?n kaki Nam Kumas nam tính 16004-01,2,4 - Xanh rêu",,,399000,119,1,80,Qu?n tây,3
752,Qu?n tây nam dây rút ?ng côn - Xám ??m,,,425000,223,1,80,Qu?n tây,3
753,Qu?n tây nam M?t Tr? l?ch lãm AQP021 - ?en,0.31,208000,301000,279,1,80,Qu?n tây,3
754,Qu?n kaki nam phong cách th?i th??ng - Xám,,,449000,231,1,80,Qu?n tây,3
755,Qu?n kaki nam túi ch? n?i m?nh m? - Xám,0.31,259000,375000,296,3,93,Qu?n tây,3
756,Qu?n kaki nam túi m? th?i trang - ?en,,,365000,194,1,80,Qu?n tây,3
757,Qu?n tây nam công s? th?i trang - Nâu,0.35,300000,462000,291,10,82,Qu?n tây,3
758,Qu?n tây M?t Tr? cá tính màu kaki - Nâu,,,399000,189,1,80,Qu?n tây,3
759,Qu?n tây nam ?ng côn V? Tu?n HT002-3 - Nâu,0.18,399000,485000,245,1,80,Qu?n tây,3
760,Qu?n Tây Nam Black L?ch Lãm - ?en,0.18,399000,485000,245,1,80,Qu?n tây,3
761,Qu?n kaki nam túi ch? n?i m?nh m? - Kem,0.37,208000,330000,264,1,80,Qu?n tây,3
762,Qu?n kaki nam túi vi?n ki?u l?ch lãm - ?en,0.18,399000,485000,145,1,80,Qu?n tây,3
763,Qu?n kaki nam phong cách th?i th??ng - Xám ??m,,,399000,165,1,80,Qu?n tây,3
764,Qu?n tây nam ?ng côn V? Tu?n HT002-6 - Kem,0.18,399000,485000,214,1,80,Qu?n tây,3
765,Qu?n kaki nam túi vi?n ki?u l?ch lãm - Kem,0.31,295000,430000,138,1,100,Qu?n tây,3
766,Qu?n tây nam công s? V? Tu?n SL003-1 - Xám,,,380000,146,1,80,Qu?n tây,3
767,Qu?n tây nam dây rút ?ng côn - Nâu,0.32,445000,650000,163,1,80,Qu?n tây,3
768,Qu?n tây nam M?t Tr? BQP102 - Xám,,,399000,124,1,80,Qu?n tây,3
769,Qu?n tây nam công s? l?ch lãm - Xanh,0.05,418000,440000,279,1,80,Qu?n tây,3
770,Qu?n tây nam PT l?ch lãm - ?en,0.25,225000,300000,364,1,80,Qu?n tây,3
771,Qu?n Tây Nam L?ch Lãm M?t Tr? - ?en,,,425000,156,1,80,Qu?n tây,3
772,Qu?n tây nam công s? l?ch lãm - Xanh ?en,0.05,418000,440000,264,1,80,Qu?n tây,3
773,Qu?n tây nam M?t Tr? nam tính AQP028 - Kem,,,380000,248,1,80,Qu?n tây,3
774,Qu?n Tây Nam BQ M?t Tr? - Xám,,,459000,198,1,80,Qu?n tây,3
775,Qu?n tây nam công s? V? Tu?n HGD003-1 - ?en,0.28,208000,289000,286,1,80,Qu?n tây,3
776,Qu?n tây nam M?t Tr? BQP103 - Xám,0.28,208000,289000,286,1,80,Qu?n tây,3
777,Qu?n tây nam ?ng côn V? Tu?n HT002-2 - Xanh ?en,0.05,428000,451000,151,1,80,Qu?n tây,3
778,Qu?n tây nam công s? V? Tu?n CTM001-4 - Nâu,,,345000,233,1,80,Qu?n tây,3
779,Qu?n Tây Nam M?t Tr? Thanh L?ch - ?en,,,449000,259,1,80,Qu?n tây,3
780,Qu?n Jean Nam IMAGINE U Trending CoCo 013 - Xanh,0.24,392000,516000,152,1,80,Qu?n jean,4
781,Qu?n jeans nam rách cá tính ALE 61183LSK - Xanh ?en,0.43,255000,450000,267,1,80,Qu?n jean,4
782,Qu?n short jean nam IMAGINE U ph?i x??c sành ?i?u 004 - Xanh ?en,,,399000,216,1,80,Qu?n jean,4
783,Qu?n Jean Nam IMAGINE U Trending CoCo 013 - Xanh ?en,0.3,175000,250000,173,1,80,Qu?n jean,4
784,Qu?n short jean nam IMAGINE U phong cách - Xanh,,,489000,193,1,80,Qu?n jean,4
785,Qu?n Jean dài nam ECOJEANS 025M1-M2 - Xanh d??ng,0.34,255000,386000,131,1,80,Qu?n jean,4
786,Qu?n jean nam vi?n ch? n?i M?t tr? - Xanh ?en,0.29,249000,350000,266,1,80,Qu?n jean,4
787,Qu?n jean nam skinny phong cách - Xanh,0.37,295000,468000,241,2,90,Qu?n jean,4
788,"Qu?n kaki nam KUMAS l?ch lãm 16002-01,2,5 - Xanh rêu",0.2,409000,511000,170,1,80,Qu?n jean,4
789,Qu?n short jean nam IMAGINE U phong cách - Xanh ?en,0.2,409000,511000,231,1,80,Qu?n jean,4
790,Qu?n jean nam th?i trang Eco JNAD-011 - Xanh ?en,0.43,255000,450000,267,1,80,Qu?n jean,4
791,Qu?n kaki nam th?i trang Zana - Xanh ?en,,,589000,120,1,80,Qu?n jean,4
792,Qu?n Jean dài nam ECO ph?i ch? cá tính JNAD031M1 - Xanh,0.39,169000,276000,204,1,80,Qu?n jean,4
793,Qu?n Jean dài nam ECOJEANS 025M1-M2 - Xanh ?en,0.3,175000,250000,173,1,80,Qu?n jean,4
794,Qu?n short nam rách phong cách - Xanh d??ng,,,589000,179,1,80,Qu?n jean,4
795,Qu?n short jean nam s.o.Z 1420 - Xanh d??ng,0.3,349000,499000,358,5,80,Qu?n jean,4
796,Qu?n short jean nam c?c m?t - Xanh ?en,0.17,309000,372000,171,1,80,Qu?n jean,4
797,Qu?n short jean nam th?i trang - Xanh,,,489000,193,1,80,Qu?n jean,4
798,Qu?n jean short nam ch? n?i - Xanh ?en,,,399000,152,1,80,Qu?n jean,4
799,Qu?n jean short nam ch? n?i - Xanh,0.39,169000,276000,204,1,80,Qu?n jean,4
800,Qu?n jean nam ph?i rách tr? trung - Xanh d??ng,0.22,375000,481000,269,1,80,Qu?n jean,4
801,Qu?n short jean nam IMAGINE U phong cách - ?en,0.29,249000,350000,218,1,80,Qu?n jean,4
802,Qu?n short jean nam th?i trang - Xanh d??ng,0.43,255000,450000,267,1,80,Qu?n jean,4
803,Qu?n kaki nam th?i trang Zana - Nâu,0.34,299000,453000,419,1,80,Qu?n jean,4
804,"Qu?n kaki nam KUMAS l?ch lãm 16002-01,2,5 - Nâu",0.3,385000,550000,207,1,80,Qu?n jean,4
805,Qu?n dài kaki nam cá tính - ?en,0.35,175000,270000,202,1,80,Qu?n jean,4
806,Qu?n jean nam dài x??c nh? Imagine U - Xanh ?en,,,455000,168,1,80,Qu?n jean,4
807,Qu?n short jean nam ph?i rách phong cách - Xanh ?en,0.29,249000,350000,266,1,80,Qu?n jean,4
808,Qu?n jean nam denim 94/5120 phong cách - Xanh,0.2,409000,511000,231,1,80,Qu?n jean,4
809,Qu?n short jean nam th?i trang - Xanh,0.3,349000,499000,192,1,80,Qu?n jean,4
810,Qu?n short jean nam IMAGINE U ph?i túi con 006 - Xanh,0.35,175000,270000,202,1,80,Qu?n jean,4
811,Qu?n Jean Nam ECOJEANS Trending 027M1 - Xanh,0.35,365000,562000,204,1,80,Qu?n jean,4
812,Qu?n short jean nam Eco JM001-M1 - Xanh ?en,,,589000,179,1,80,Qu?n jean,4
813,Qu?n short jean nam IMAGINE U ph?i túi con 006 - Xanh ?en,0.24,392000,516000,152,1,80,Qu?n jean,4
814,Qu?n jean nam ôm IMAGINE U - Xanh ?en,0.37,295000,468000,241,2,90,Qu?n jean,4
815,Qu?n jeans nam ph?i hình cá tính KUMAS 89073 E1 - Xanh,0.26,298000,400000,287,1,80,Qu?n jean,4
816,Qu?n Jean nam Imagine U phong cách - Xanh,0.3,359000,513000,215,1,80,Qu?n jean,4
817,Qu?n jean nam x??c cào 94/5112-113 th?i trang - Xanh,0.29,249000,350000,218,1,80,Qu?n jean,4
818,Qu?n jean nam M?t Tr? fashion 0607 - Xanh ?en,0.22,369000,473000,156,1,80,Qu?n jean,4
819,Qu?n jeans nam rách cá tính ALE 61183LSK - Xanh,0.3,175000,250000,173,1,80,Qu?n jean,4
820,Qu?n short jean nam ph?i rách phong cách - Xanh d??ng,,,489000,193,1,80,Qu?n jean,4
821,Qu?n Jean Nam IMAGINE U Trending CoCo 013 - ?en,0.34,337000,511000,282,1,80,Qu?n jean,4
822,Qu?n Jean dài nam ECO classic JNAD030M1 - Xanh,0.38,365000,589000,135,1,80,Qu?n jean,4
823,Qu?n jean short nam ch? n?i - Xám ??m,0.24,392000,516000,152,1,80,Qu?n jean,4
824,"Qu?n kaki nam KUMAS l?ch lãm 16002-01,2,5 - Xanh ?en",0.3,260000,370000,164,1,80,Qu?n jean,4
825,Qu?n jean nam ??n gi?n M?t Tr? - Xanh d??ng,0.24,259000,341000,252,1,80,Qu?n jean,4
826,Qu?n jeans nam loang màu ALE 61221BS - Xanh,0.22,369000,473000,269,1,80,Qu?n jean,4
827,Qu?n short jean nam IMAGINE U ph?i x??c sành ?i?u 004 - Xanh,0.3,260000,370000,181,1,80,Qu?n jean,4
828,Qu?n jean nam x??c v?i th?i trang - Xanh ?en,0.34,208000,315000,186,1,80,Qu?n jean,4
829,"Qu?n Jeans nam KUMAS th?i trang 010-H1,2,3 - Xanh ?en",0.31,395000,572000,198,1,100,Qu?n jean,4
830,Qu?n jean nam basic x??c nh? - Xanh ?en,0.27,359000,490000,141,1,80,Qu?n jean,4
831,Qu?n short jean nam th?i trang - ?en,0.23,395000,513000,241,1,80,Qu?n jean,4
832,Qu?n Jean nam ECOJEANS basic 020M2 - Xanh ?en,0.3,385000,550000,193,1,80,Qu?n jean,4
833,Qu?n jean nam ch? n?i th?i trang - ?en,0.3,385000,550000,168,1,80,Qu?n jean,4
834,Qu?n short jean nam s.o.Z 1419 - Xanh d??ng,0.03,455000,469000,286,1,80,Qu?n jean,4
835,Qu?n jean nam l?ch lãm - Xanh d??ng,0.3,260000,370000,125,1,80,Qu?n jean,4
836,Qu?n jeans nam c? ?i?n ALE 61175LSK - Xanh,0.3,260000,370000,125,1,80,Qu?n jean,4
837,Qu?n short jean nam th?i trang S.o.Z - Xanh ?en,0.31,380000,551000,168,1,80,Qu?n jean,4
838,"Qu?n Jeans nam KUMAS th?i trang 010-H1,2,3 - Xanh d??ng",,,465000,144,1,80,Qu?n jean,4
839,Qu?n jean nam ph?i rách phong cách - Xanh d??ng,,,569000,138,1,80,Qu?n jean,4
840,Qu?n jean nam Ken Fashion - Xanh,0.3,260000,370000,152,1,80,Qu?n jean,4
841,Qu?n jean nam vi?n ch? n?i M?t tr? - Xanh ?en,,,385000,241,1,80,Qu?n jean,4
842,Qu?n jean nam Eco JNAD-008-M2 - Xanh d??ng,,,369000,206,1,80,Qu?n jean,4
843,Qu?n jeans dài nam ACURA AJ1003 - Xanh,,,385000,241,1,80,Qu?n jean,4
844,Qu?n jean nam IMAGINE U ph?i x??c 014 - Xanh ?en,0.29,249000,350000,216,1,80,Qu?n jean,4
845,Qu?n jean nam Ken Fashion - Xanh d??ng,0.23,395000,513000,241,1,80,Qu?n jean,4
846,Qu?n short Jean nam ECO clacssic wash JM007M1 - Xanh,0.38,233000,376000,197,1,80,Qu?n jean,4
847,Qu?n jean nam basic x??c nh? - Xanh,,,465000,170,1,80,Qu?n jean,4
848,Qu?n dài nam Onymax sành ?i?u - Nâu,0.3,349000,499000,358,5,80,Qu?n jean,4
849,Qu?n jean nam phong cách - Xanh,0.38,233000,376000,197,1,80,Qu?n jean,4
850,Qu?n short jean nam rách cá tính - Xanh,0.34,299000,453000,429,1,80,Qu?n jean,4
851,Qu?n short jean nam rách cá tính - Xanh d??ng,0.29,259000,365000,236,1,80,Qu?n jean,4
852,Qu?n jean nam Eco JNAD-015-M1 - Xanh ?en,0.31,395000,572000,198,1,100,Qu?n jean,4
853,Qu?n jean nam IMAGINE U ph?i x??c 014 - Xanh,,,385000,241,1,80,Qu?n jean,4
854,Qu?n Jean nam ECOJEANS basic black 020M1 - Xanh ?en,0.3,256000,364000,178,1,80,Qu?n jean,4
855,Qu?n Jean nam KUMAS ??n gi?n B1611B12 - Xanh ?en,0.39,298000,485000,255,1,80,Qu?n jean,4
856,Qu?n jean nam l?ch lãm - Xanh,0.38,233000,376000,197,1,80,Qu?n jean,4
857,"Qu?n Jeans nam KUMAS th?i trang 010-H1,2,3 - Xanh",0.23,409000,531000,227,1,80,Qu?n jean,4
858,Qu?n Jean nam phong cách M?t Tr? 08 - Xanh d??ng,0.3,359000,513000,255,1,80,Qu?n jean,4
859,Qu?n short jean túi h?p phong cách - Xanh ?en,0.34,317000,480000,272,1,80,Qu?n jean,4
860,Qu?n short jean nam ??n gi?n - Xanh ?en,0.25,292000,389000,158,1,80,Qu?n jean,4
861,Qu?n short jean nam IMAGINE U x?p lai ??n gi?n 002 - Xanh,0.23,309000,401000,278,1,80,Qu?n jean,4
862,Qu?n jean nam ch? n?i th?i trang - Xanh ?en,0.1,405000,450000,240,1,80,Qu?n jean,4
863,Qu?n jean nam l?ch lãm - Xanh ?en,0.33,409000,610000,258,1,80,Qu?n jean,4
864,Qu?n short nam IMAGINE U travel 0061 - Xanh,,,369000,206,1,80,Qu?n jean,4
865,Qu?n short jean nam rách c?c m?t - Xanh bích,0.37,188000,298000,135,1,80,Qu?n jean,4
866,Qu?n jean nam l?ch lãm - Xanh,0.23,395000,513000,241,1,80,Qu?n jean,4
867,Qu?n jean nam IMAGINE U ph?i x??c 014 - Xanh d??ng,0.34,208000,315000,186,1,80,Qu?n jean,4
